timestamp,content
2022-07-19T15:34:00.144-04:00,"@Swing Trades 
No break out over the bigger resistance level of $ES 3950 today but $NQ is breaking out and leading the way so I like the chances that this continues higher.
That being said anything can happen w/ $NFLX ER tonight so be mindful of your account on the call side here."
2022-07-20T00:11:20.226-04:00,"@Swing Trades 
$UNH technicals now posted in #🔎-case-studies-and-technical-analysis"
2022-07-20T00:28:40.237-04:00,"@Swing Trades 
$GOOGL technicals posted #🔎-case-studies-and-technical-analysis"
2022-07-20T14:45:14.469-04:00,"@Swing Trades 
$TSLA ER lotto traded up to $7 today but now back to breakeven.
I'm not risking the hold into ER so selling it UNCH.
Too many good opportunities to risk a lotto ER trade"
2022-07-20T15:01:09.593-04:00,"@Swing Trades 
$AMZN almost to our primary target and up 130%.
Take profits and leave a runner if possible. 128 is next target but would be extended there. 
BTW the $AAPL 150C we were scared out of are at 280% now 🥺"
2022-07-21T10:16:35.178-04:00,"@Swing Trades 
$GOOGL not erasing yesterday's move on news headlines like we saw $AAPL do.
I'm hanging on to it because if $SNAP has a better than expected ER it may lift $GOOGL."
2022-07-21T13:30:12.668-04:00,"@Day Trades 
$SNAP ER LOTTO is up 100%
Taking the profits on this and keeping $GOOGL as a proxy"
2022-07-21T15:11:29.643-04:00,"@Swing Trades 
Sell $GME. Stock split coming up. Really good return on this trade"
2022-07-21T15:14:46.643-04:00,"@Swing Trades 
$DOCU is having trouble following through. I think $DDOG or $SHOP may be the better trade for this sector.
Go ahead and sell $DOCU. I'll see what we can do on SHOP or DDOG"
2022-07-22T09:51:16.706-04:00,"@Swing Trades 
Nice overnight trade $TSLA bulls. You can close out the short strike and set a limit sell for $30 -40"
2022-07-22T23:51:44.833-04:00,"@Swing Trades 
$SNOW short position update now posted in #🔎-case-studies-and-technical-analysis 
*Next few weeks may be a huge shorting opportunity"
2022-07-26T13:56:23.376-04:00,"@Swing Trades buying 
$ZS 19AUG 140/120 PUT debit spread @ $6.09
Target: 125 
Stop loss: daily close above trendline"
2022-07-26T14:10:54.869-04:00,"@Swing Trades 
$SHOP was hit hard from the layoff headlines and decimated this trade. It's currently back to support from mid May so I'm going to hold through earnings and see if it gets a bid"
2022-07-26T15:25:36.491-04:00,"@Swing Trades 
Still like the $BABA calls.
Put to call ratio is very stretched going into tomorrow's FOMC"
2022-07-28T16:16:46.971-04:00,"@Swing Trades 
$UNH almost to target
$ROKU ER lotto should be a nice win tomorrow.
$SHOP possible revival off $AMZN ER results
$SNOW $ZS keeping an eye on these. When market pulls back they've been giving back gains fast so short is still working though a pain when market rips"
2022-07-29T00:47:50.057-04:00,"@Swing Trades 
$TSLA TA posted in #🔎-case-studies-and-technical-analysis"
2022-07-29T12:27:32.484-04:00,"@Swing Trades 
Stalking an entry on $TSLA to 950.
We should get a pullback early next week to work off the overbought RSI on the indices. We'll probably do some chopping around next few days so no rush to jump in on a Friday"
2022-07-29T14:00:59.21-04:00,"@Swing Trades 
Call butterfly trade 
$TSLA 5AUG 870/900/930 @ $5.60
*Slightly different but these work better on a gap up move.
LMK if unsure how to do a butterfly order"
2022-08-01T11:16:03.224-04:00,"@Swing Trades 
$SWIR mentioned last month halted on break out to the upside"
2022-08-02T11:21:18.206-04:00,"@Swing Trades selling 
$AMZN call debit for 30% loss.
Need this to move above the post earnings high within next few days. I'll add it back when/if that happens.
Until then $TSLA is still the best set-up and I'll wait for a best entry"
2022-08-02T12:18:29.448-04:00,"@Swing Trades 
Cutting loss on $ZS.
Back above the trendline and building a base. Switching stance to bullish on this and targeting over 170 soon"
2022-08-02T15:19:57.127-04:00,"@Swing Trades 
Please mind your risk on $NVDA trade.
$AMD ER is after the bell and can send this trade and the overall market lower.
I personally don't think that happens but we've seen crazier things in current market"
2022-08-05T11:26:30.852-04:00,"@Swing Trades 
$DXY still climbing. Over 107 would put much more pressure on $ES.
$TNX also climbing which can hurt tech. 
I'm taking down longs until I have a clearer picture"
2022-08-05T12:44:57.565-04:00,"@Swing Trades 
I'm keeping the $NET trade. $AMZN $UBER $TSLA were all based on post ER moves. These trades don't let me down very often so I'm keeping it.
74.60 is the trigger to get long so you can wait for that to enter or jump the gun with me"
2022-08-05T13:53:02.695-04:00,"@Swing Trades 
These are the longs I think are worth holding on to in addition to $NET. 
*TSLA stock split is in 2 weeks so the run should start sometime next week. 
*TSLA safer add above 950
*NVDA safer add above 191
*NET safer add above 74.60"
2022-08-08T08:27:31.378-04:00,"@Swing Trades 
Biased long until $ES 4250 then I'll reassess. Cutting shorts today except for $UUP"
2022-08-08T08:32:54.002-04:00,"@Swing Trades 
For longs I'm going to sell $UNH and $SHOP and add 
$NFLX 2SEP 230C
*Ok to hold UNH and SHOP but I think NFLX may be a bigger move"
2022-08-08T12:07:02.519-04:00,"@Swing Trades 
$ZS reached our first target top of the wedge.
Up over 120% 
Enough to leave a runner if this breaks out over 175"
2022-08-08T15:43:50.24-04:00,"@Swing Trades 
Failed breakout for both $ES and $QQQ today though it looks like most of the selling is due to NVDA and TSLA. 
I'm going to hold swings since we're still holding the uptrend.
*Mind your risk here in case $ES has to pullback before moving higher. 
$ES 4138 Is a key level for me and it'"
2022-08-09T15:37:00.475-04:00,"@Swing Trades 
$TTD ER is tonight. We have time on $GOOGL but TTD can effect this trade in either direction. Thought I'd give a heads up. Could hedge it with a googl weekly call"
2022-08-09T15:56:05.072-04:00,"@Swing Trades 
On the call side I have the $ZS runners which I still like.
Only other thing I'm waiting for is TSLA into the stock split. $TSLA looks solid holding this level but I'll wait for CPI to get out of the way"
2022-08-10T11:10:05.174-04:00,"@Swing Trades 
$GOOGL is finally breaking out with $DXY and $VIX heading lower.
Closing this out and flipping long if it closes above 120 today.
Can always keep as a hedge into year end too"
2022-08-10T11:12:28.536-04:00,"@Swing Trades 
$GOOGL base breakout"
2022-08-10T15:47:47.294-04:00,"@Swing Trades 
$QQQ above 326 
Target 334
*PPI tomorrow so binary outcome but I like qqq calls for tomorrow on this move to 334"
2022-08-11T09:28:29.03-04:00,"@Swing Trades 
Bitcoin getting close to a breakout of its base.
$MARA calls or other miners can do well"
2022-08-11T10:14:07.85-04:00,"@Swing Trades 
$NFLX next target 290
Currently 250"
2022-08-11T14:33:03.666-04:00,"@Swing Trades 
Sell $TSLA. Coming down to 840 level at least from here. 
Tech is very weak with yields spiking again"
2022-08-15T15:08:35.55-04:00,"@Swing Trades 
$TSLA poised to finish near the HOD. Possible we see another gap higher tomorrow.
No real guarantee there but we're likely to reach 1000 this week especially if we pass the 940-950 hurdle"
2022-08-16T13:26:59.198-04:00,"@Swing Trades taking solid gains on 
$TSLA 19SEP 1100 & 1200C.
*still have the debit spread and weekly calls. Looking to diversify my positions w/ $AMZN at the close"
2022-08-17T15:42:28.082-04:00,"@Swing Trades 
Holding our other long calls.
Last time we had a 1 day pullback and sold all longs they all went positive the next day and MSFT finally broke out. Supports like $AMZN 140 still holding for now so reluctant to make the same mistake here.
Reduce exposure as needed to suit your account"
2022-08-19T00:08:39.536-04:00,"@Swing Trades 
Morgan Stanley put out a report earlier this year outlining a highly successful annual $TLT trade. 
Trade is as follows:
Buy $TLT the Monday before labor day and sell it on Thursday. So buy on 8/29 and sell on 9/1.
Trying to locate the report but it's an interesting one"
2022-08-23T14:08:00.62-04:00,"@Swing Trades selling 
$UNG for -10% loss.
*Have to look into what caused today's large move down"
2022-08-23T15:08:45.516-04:00,"@Swing Trades 
For PANW and TSLA calls use small position sizing on these trades.
$DXY and $TNX are overbought and @ resistance levels but they haven't taken out prior day's low so we don't have a sell signal quite yet"
2022-08-24T10:14:51.498-04:00,"@Swing Trades buying
$OXY 16SEP 75/85Call debit @ $3.05
Stop loss: 50%"
2022-08-24T11:18:13.214-04:00,@Swing Trades with $DXY coming down and hopefully topping you can try for $GLD $NEM calls here
2022-08-24T12:50:17.36-04:00,"@Swing Trades 
$CL_ $OIL downtrend break is following through.
$USO calls targeting 85 can work well for this trade"
2022-08-25T14:04:24.916-04:00,"@Swing Trades 
$SNOW is doing what I expected $PANW to do.
When stocks move more than 1.5x the expected earnings move the odds of it moving at least 2% higher in the following 8 trading sessions is incredibly high. Still requires market momentum which we're getting now and should see through next we"
2022-08-25T22:01:17.724-04:00,"@Swing Trades 
I'm going to add a new category of swing trades for high squeeze potential plays.
These are high risk high reward trades and the key is being in early. I'll try to keep these under $3. Promise not to bet the house on these because they either crap out or they fly several hundred % lik"
2022-08-25T22:04:20.822-04:00,"@Swing Trades 
Morgan Stanley's $TLT trade begins next week.
Recap: buy $TLT calls Monday and sell them Thursday (4day trade). They use futures but TLT should work well too.
I'm going to scale in tomorrow"
2022-08-26T00:06:25.669-04:00,"@Swing Trades 
friendly remember $BBBY has thir press release next week. 
Meaningless really but if the apes try to squeeze it next week would be opportune. Be in early so if the trade doesn't work at least you're not buying the top"
2022-08-26T09:18:46.605-04:00,"@Swing Trades 
$BABA had a nice follow through in premarket so taking the money at open.
$1.78 should be $6 and maybe $7.
We can move some of those profits into next week's TLT trade"
2022-08-26T09:55:31.814-04:00,"@Swing Trades 
$SNOW TARGET: 210
Take off 3/4 when we hit 100%"
2022-08-26T10:18:37.3-04:00,"@Swing Trades 
$SNOW +100% 
Now. Risk free runner to 210 and possibly 220 from here"
2022-08-29T13:29:54.913-04:00,"@Swing Trades 
$TNX is approaching this overhead supply zone. We're wanting and betting that it holds as resistance which would reverse $TLT into Thursday."
2022-08-29T14:06:04.228-04:00,"@Swing Trades 
$BBBY 12C from $1 to $3 for 200%.
Make it free by taking off half or buying a higher strike w/ some profits"
2022-08-29T14:14:23.208-04:00,"@Swing Trades 
$PDD 16SEP 70/75Call debit @ $1.50
Stop loss: 50%
Target: 77
Currently: 67.50"
2022-08-30T00:30:24.851-04:00,"@Swing Trades 
Analysis on $PDD posted in #🔎-case-studies-and-technical-analysis 
China stocks can be erratic and headline prone but this is a good set-up w/ lots of upside if daily close  > 69"
2022-08-30T09:54:36.07-04:00,"@Swing Trades 
$SPY 2SEP 402/400 PUT DEBIT @ $0.84
*We may chop around some more this week so we can cover the short strike on Thursday"
2022-08-31T08:29:59.081-04:00,"@Swing Trades 
More tailwinds for $KWEB $BABA $PDD and the gang"
2022-08-31T08:48:53.086-04:00,"@Swing Trades 
$AMGN 11NOV 250/260CALL DEBIT @ $2.95
Target: 260
*High potential for ATH"
2022-08-31T15:39:00.284-04:00,"@Swing Trades 
If you haven't opened the $AMGN swing hold off. This is a slow mover. Too slow"
2022-09-02T10:46:39.178-04:00,"@Swing Trades 
$SPY 16SEP 400/410Call debit @ $4.24
Entry: 401
Target: 412
Stop loss: 40%"
2022-09-06T11:58:38.641-04:00,"@Swing Trades 
$ENPH technicals and targets from August 8th"
2022-09-07T13:58:55.441-04:00,"@Swing Trades 
Guys if you have both $FSLR and $ENPH swings consider taking profits on one or the other since they're essentially the same trade"
2022-09-08T13:27:51.955-04:00,"@Swing Trades 
$FSLR contacts now $5 to $12 for 140%
Taking off 2/3 and leaving a runner"
2022-09-08T13:31:04.36-04:00,"@Swing Trades 
More swings? 
Also if a swing costs too much lmk so I can make it a spread like
$ENPH 350/400 Call debit for November expiry"
2022-09-08T13:54:21.526-04:00,"@Swing Trades 
$PDD went from ITM to gone overnight.
I didn't get out in time so I'm holding at this point. 
There's some open interest in 
$PDD 80C for October if interested"
2022-09-09T09:53:22.145-04:00,"@Swing Trades 
$ENPH is a buy not sell here"
2022-09-09T11:28:02.846-04:00,"@Swing Trades 
Covering $PDD short strike by buying the 75C"
2022-09-09T11:30:48.048-04:00,"@Swing Trades 
Cost basis for $PDD trade is now $2.40 so profits once it trades above 72.40"
2022-09-09T13:38:30.016-04:00,"@Swing Trades 
Everyone ok on swings?
I have a ton of plays but can't trade them all so lmk if looking.
Riding winners at the moment.
$GOOGL looks like it's setting up for 115 and software names look good as well"
2022-09-12T10:35:15.561-04:00,"@Swing Trades 
$SPY 405C now $8.4 from $1.50 entry.
We're approaching my initial weekly target of 412. 
Taking profits here and will look to add something towards power hour for a move to 420 area"
2022-09-13T10:32:56.675-04:00,"@Swing Trades 
CPI trade: put side +250% with call side down -90%.
Net positive trade if closed out here. I do think we may come down to $SPY 395-390 range tomorrow so worth keeping runners on"
2022-09-13T11:29:24.632-04:00,"@Swing Trades 
Think it's time for the $NVDA Armageddon trade."
2022-09-13T16:09:39.906-04:00,"@Swing Trades 
OG discord members recall when we had $SNAP puts 6 months out and didn't hold all the way through the ups and downs?
I think we reconcile that by ignoring everything but a FED pivot with the $NVDA December put"
2022-09-14T14:48:07.601-04:00,"@Swing Trades 
For $QQQ calls I'm going to hold unless we get a technical break of 292 which would kick off the next bear leg.
I think it's higher into OPEX until that happens"
2022-09-14T14:50:38.632-04:00,"@Swing Trades 
$SNOW 18NOV 200/220call debit @ $7.55"
2022-09-14T16:36:09.438-04:00,"@Swing Trades 
Went with $QQQ calls over $SPY due to the correlation chart $NDX vs $SPX.
They can both drop ofc but if we're to go higher Q's should outperform. $QQQ up 1% to $SPY's 0.5% today shows its power"
2022-09-16T12:54:14.499-04:00,"@Swing Trades 
To clarify we're short term oversold with high put to call ratio so next week could see a small bounce but unless FED pivots which is unlikely more downside to this $SPY bear leg"
2022-09-16T15:49:26.13-04:00,"@Swing Trades 
If there was ever a time for weekly $NVDA calls this is it 

https://www.nvidia.com/gtc/"
2022-09-19T14:17:16.342-04:00,"@Swing Trades 
Keep $NFLX on watch for that gap fill.
Unusual relative strength lately."
2022-09-20T15:03:58.116-04:00,"@Swing Trades 
$TSLA 310C already in the 💰in minutes.
More impressive when 2pts use to be 40 handles"
2022-09-22T09:23:14.631-04:00,"@Swing Trades 
Update on $SPY bear flag: Full measured move is to 371.
Currently trading 376.
Extended once again from moving averages and high put to call reading so waiting for a bounce on new swing entries.
Scalping the small intraday moves until then"
2022-09-22T11:33:29.382-04:00,"@Swing Trades 
Closing $SPY October puts.
$SPY 2 Points from target"
2022-09-23T10:29:58.225-04:00,"@Swing Trades 
This is playing out exactly like 6/10-6/17.
$SPY overnight gap lower, followed by RSI(14) sub 30, and put to call ratio > 1.20.
Expecting sizeable bounce sometime between now and next week so keeping puts small unless they're out to October expiration or further"
2022-09-23T13:14:49.875-04:00,"@Swing Trades 
$SPY 363 is the next fib level below on the hourly timeframe bear flag set-up"
2022-09-23T13:34:21.922-04:00,"@Swing Trades 
For $SPY upside target on an oversold bounce I'm targeting the daily 8ema. 
It's coming down fast but currently @ 381.
-That's a 4% bounce from this 365 level. 
Average bear rallies are 8-10%. 
Setting up a call spread for this once we have a daily candle that closes through previous "
2022-09-23T13:52:14.453-04:00,"@Swing Trades 
$DXY approaching fib target and trendline @ 114 shown here on a monthly chart from a few days ago.
Currently: 113"
2022-09-23T14:31:51.272-04:00,"@Swing Trades 
$SPY already approaching next fib level. If we gap down Monday our next target is 357-358.
For larger swings here's the $ES weekly timeframe bear flag. Takes us to 3500 though bounce is needed first"
2022-09-23T15:52:25.911-04:00,"@Swing Trades 
Strong short covering at the close right at the lower fib target.
-Put to call now near the yearly June highs.
-DXY approaching short term resistance
-$VIX approaching area where previous bear rallies began this year.
-$ES RSI(14) < 30
-Now waiting for confirmation of daily candle clo"
2022-09-26T08:03:24.951-04:00,"@Swing Trades 
Most call flow for $FXI came into
$FXI 30SEP 27.5C and a put spread for October. 
Put to call Friday: 0.26
In contrast put to call for $BABA & $PDD Friday was more put heavy so FXI looks to be the safer trade. I'll be watching for BABA PDD price action strength today since returns are"
2022-09-26T08:06:06.955-04:00,"@Swing Trades 
$TSLA AI day Friday so also watching potential trades there"
2022-09-26T08:13:45.496-04:00,"@Swing Trades 
Last but not least since this market can drop at any moment I'm going to add 
$SPY 21OCT 365/355put spreads. If we get a significant market bounce we can buy back the 355p and ride the naked 365p back down."
2022-09-26T08:34:05.207-04:00,"@Swing Trades 
To trade the upside on an oversold bounce I found inexpensive calls in:
$TQQQ 21OCT 25C
*Diamond hands needed for this. Often times the market will dip lower before ripping back up in 1-2 weeks time."
2022-09-26T09:34:27.49-04:00,"@Swing Trades 
$TQQQ in @ $1"
2022-09-26T15:35:43.433-04:00,"@Swing Trades  
More call side orders came in for China stocks. This time
$KWEB 16DEC 29C and
$BABA 30SEP 80C"
2022-09-27T08:39:29.303-04:00,"@Swing Trades 
Sick as a dog so I'm limited capacity today but here's some weekly price targets to trade for this move:
$TSLA 295
Currently: 283
$AMZN 123
Currently: 117.7
*Good ol XLY components.
*Be sure size appropriately since we're trading counter trend"
2022-09-28T10:23:11.975-04:00,"@Swing Trades 
If $NVDA breaks this trendline at 127 market may rip.
That would be a look below and fail of the balance area"
2022-09-28T10:32:27.381-04:00,"@Swing Trades 
Quick 35% on $AMZN.
Profits could pay for the AAPL lotto and make that free for the week 
#trade management 💡"
2022-09-28T10:40:05.639-04:00,"@Swing Trades 
$TQQQ coming back to life. We may dip but when the market finally does reverse it is fast in both directions"
2022-09-28T10:44:46.252-04:00,"@Swing Trades 
For $AMZN target 118.
Top of current balance area.
Give nothing back to this market.
Going back to bed. Still 🤢🥴"
2022-09-28T15:15:51.153-04:00,"@Swing Trades 
$AMZN daily target met on an incredible trend day. Contracts @ 100% 
If we get follow through this week we should get to the hourly 200sma between 120-122."
2022-09-29T01:23:18.153-04:00,"@Swing Trades 
Trade thesis for $TLT in #🔎-case-studies-and-technical-analysis 
Think this one gives clues to where / when market bottoms aside from $SPX targets"
2022-09-30T16:32:54.877-04:00,"@Swing Trades 
Not sure if that close was a function of the JPM magnet @ $SPX 3580 or a true break out  of balance but we took out the lows of the week and that usually results in a few days of large red candles."
2022-09-30T17:07:29.123-04:00,"@Swing Trades 
Here's how the $ES roadmap looked from just weeks ago to today. Next and final fib target on this set-up: 3500-3480. 
Thought we may have a leg higher first but trying to catch those bear rallies are bordering on not worth it territory"
2022-10-03T13:15:53.534-04:00,"@Swing Trades 
Doing a simple $SPY call debit spread for this week.
$SPY 7OCT 366/368Call debit @ $0.93
- other 💡 is call butterfly with 373 as center strike"
2022-10-03T14:37:18.832-04:00,"@Swing Trades 
Upper targets we should hit this week:
$AMD 68 currently 65.80
$NFLX 250 currently 240"
2022-10-04T09:09:34.827-04:00,"@Swing Trades 
$AMD target will be met today.
I want to see how market trades then enter swings for October expiry in:
$AMZN to 125"
2022-10-05T09:54:18.271-04:00,"@Swing Trades 
$TSLA weekly 230Put @ $2.25"
2022-10-05T10:07:25.125-04:00,@Swing Trades full measured move for $TSLA is 226. A lot for one week but we may get it from current 240 entry
2022-10-05T10:22:59.373-04:00,"@Swing Trades 
Setting stop to breakeven on $TSLA put. Not giving any gains back this week"
2022-10-05T13:20:29.506-04:00,"@Swing Trades 
Here's the structure on hourly timeframe for $AMZN and $NVDA. Base formation then breakout yesterday. Today was the backtest. Hourly 200sma served as the level. Bulls bought it and in control for now"
2022-10-05T13:37:53.177-04:00,"@Swing Trades 
$TSLA puts doubled before coming back. Think this one's safe to reload. Still goes down when market is up"
2022-10-05T18:35:59.697-04:00,"@Swing Trades 
Set-ups on $QQQ $SPX and some generals like $AMZN all point to the September 19th highs by 21OCT. I think that's where this rally is heading & what drops $VIX to set-up the next down leg"
2022-10-06T11:24:56.455-04:00,"@Swing Trades 
Set stop @ 1 on $AMZN I don't trust this tape today"
2022-10-06T15:15:45.365-04:00,"@Swing Trades 
Updated the #deleted-channel 
Thinking of adding $SNOW 190C for tomorrow instead of $QQQ 282calls"
2022-10-06T15:20:51.308-04:00,"@Swing Trades 
Correction only adding downside to tomorrow. 
Already have $QQQ 282C for the upside from yesterday."
2022-10-07T12:17:18.696-04:00,"@Swing Trades 
Just an FYI they're loading January 2024 100C LEAPS on $AMD.
Also, whales apparently looking to load semis when SPX hits 3500 area"
2022-10-07T13:21:32.823-04:00,"@Swing Trades 
Heads up $AMD will get uncomfortable. Trying not to look at the fluctuations but could see bounce to 62 from 60.60 then down. Like TSLA this week"
2022-10-11T09:37:28.111-04:00,"@Swing Trades 
$XOM puts $1 to $2.3.
Taking profits and leaving a runner"
2022-10-11T15:10:55.42-04:00,"@Swing Trades 
$AMZN 110P back to life. They were basically ITM at open but too fast to get the alert out. Holding those.
FOMC minutes tomorrow in addition to PPI. Even with lopsided positioning still don't like the upside here. Think we keep doing what's working and stay in puts. 
If there's a surp"
2022-10-11T15:41:38.493-04:00,"@Swing Trades overnight trade off 357 support
$SPY 363C @ $.68"
2022-10-11T16:21:52.509-04:00,"@Swing Trades 
$SPY 17OCT 350P coming in heavy after the close"
2022-10-13T09:43:37.523-04:00,"@Swing Trades 
$AMZN 110P big win 
$1.65 to $5.50 have to take those off here"
2022-10-13T09:55:02.502-04:00,"@Swing Trades 
Take some profits. There's a possible 9% $SPX bounce from here over next 50 days so I'd push puts out to December.
Keep some weekly puts at all time if possible."
2022-10-13T11:10:02.926-04:00,"@Swing Trades 
For the $SPY bounce scenario it would have to retake 360 resistance level which would put 380 in play. 
If it cannot retake 360 then next destination is 330-320.
In either scenario 330-320 in December looks to be a certainty"
2022-10-13T12:01:07.743-04:00,"@Swing Trades 
So I was looking for a ~9% move within a 50 day window.
We just did half of that. 
By early December at latest I'm expecting a bigger move down to $SPY 330+. Drop could come sooner but at latest plan for December unless FED pivot. 
So I'd plan $SPY 330P for December or January expirat"
2022-10-13T15:33:15.189-04:00,"@Swing Trades 
Just noticed $ES is a few clicks from 20sma already! There's a good chance that gets shorted in overnight trade and calls suffer a pullback. Not good for 1DTE calls.
We can wait for the open IMO or risk small."
2022-10-17T01:42:41.176-04:00,"@Swing Trades 
So far this year $SPY made a local low at each Fibonacci level from the ATH to COVID low.
It then rallies > 50% of the down leg almost exactly to the 61.8% before preceding lower to the next Fibonacci level.
Next rally target: $SPY 390-400 Then move down to $SPY 320.
Road map into yea"
2022-10-17T13:11:45.861-04:00,"@Day Trades 
$SPY 15min 20sma catching up to price in a few minutes. If it's going to push into EOD it'll be here"
2022-10-17T14:37:37.513-04:00,"@Swing Trades 
$NFLX calls not @ $2 yet and we have one day left + heading into resistance. If we pullback tomorrow it could turn this into a loss so taking it off here @ $1.73
Could be one heck of a lotto if you want the risk. Incredibly strong today"
2022-10-18T13:36:09.949-04:00,"@Swing Trades having a hard time avoiding $XOM here. Nothing has been breaking out but the rising 200sma catching up to price is making this compelling to at least 105 level.
Currently: 101"
2022-10-18T16:02:49.259-04:00,"@Swing Trades 
To follow up on $NFLX earnings contracts the IV ended up going to 180% not the expected 300% .
Contracts did reach expected $2 at its peak today. They held value very well despite pullbacks. IV is a helluva thing"
2022-10-19T09:39:31.218-04:00,"@Swing Trades 
Inflation data in Europe caused on overnight gap up in $TNX. This puts pressure on tech and changes the picture if it doesn't come back down during trading session. I'll alert any sells to positions soon"
2022-10-19T09:43:26.838-04:00,"@Swing Trades 
Out $IWM @ $1.11
-Getting weeklies out of the way for now"
2022-10-19T09:44:21.672-04:00,"@Swing Trades 
$NFLX will run higher imo"
2022-10-19T09:51:53.825-04:00,"@Swing Trades 
$NFLX buying the 300C for next week"
2022-10-19T15:06:46.591-04:00,"@Swing Trades 
I have to give the disclaimer on these $SPY puts. If $TSLA ER beats it could rip the market higher so please size accordingly"
2022-10-19T15:19:15.608-04:00,"@Swing Trades 
Taking a lotto on $TSLA ER:
240/250 call debit @ $1.76"
2022-10-20T07:03:43.621-04:00,"@Swing Trades 
$EWZ cup and handle + basing > 200sma. Think this one goes higher.
$EWZ 18NOV 33C 
*May trade $MELI as a riskier higher beta trade"
2022-10-20T07:55:39.846-04:00,"@Swing Trades 
General thoughts behind the $SPY puts purchased yesterday aside from crashing bonds in tweet below.
Bulls have 2 main drivers from here:
1. $DXY local top. BoJ comments last night may further support this near term. 
2. Put to call ratio nearing yearly highs again. 
3. Seasonality. Ho"
2022-10-20T09:56:37.735-04:00,"@Swing Trades 
$SMH 16DEC 185/200call debit @ $5.88
Targeting the early October highs. Semi earnings were all beats"
2022-10-20T10:27:39.272-04:00,"@Swing Trades 
$QQQ 4NOV 280/285call debit @ $1.80"
2022-10-20T12:54:47.816-04:00,"@Swing Trades 
$GOOGL 100P up 40%. Nice debit reduction on the overall trade from here."
2022-10-20T15:38:34.093-04:00,"@Swing Trades 
$COUP 
Good one to short if $DXY keeps breaking out to new highs. Which it very likely will at some point"
2022-10-21T12:20:40.062-04:00,"@Swing Trades 
$NFLX now over the 200sma and should reach out 300 target by expiration"
2022-10-21T13:15:18.24-04:00,"@Swing Trades 
Selling November $AMZN @ $3.78 for a small gain.
After SNAP I think it's better to avoid the generals for now.
I have a better setup in $ZS that can replace it"
2022-10-21T14:35:14.651-04:00,"@Swing Trades 
Wild ride! Trade Plan is playing out well minus the unexpected overnight central bank drama. Between now and mid November things still look up towards $SPY 380-390.
I will caution that next week we may once again dip so be prepared for wild swings like the $NFLX contracts. Ultimately "
2022-10-24T07:08:30.973-04:00,"@Swing Trades 
Buying the following @ open:
$NFLX 25NOV 350C 
(should go to $9-10)
$NFLX 28OCT 300C
(possibly goes to $25-$30)
$NFLX call butterfly 
$NFLX 300/330/360"
2022-10-25T09:32:53.391-04:00,"@Swing Trades 
150% on small account $SE swing.
If possible take your profits and leave a small runner. I'll find more $1 trades for this"
2022-10-25T14:02:22.383-04:00,"@Swing Trades 
Lotto sized butterfly for $TSLA to reach 230 by next week.
$TSLA 4NOV 225/230/235 @ $0.45"
2022-10-25T15:33:41.661-04:00,"@Swing Trades 
That's it for now.
Still have 
$TSLA butterfly.
$GS small account trade, 
$EWZ $XLE $XOM... Lots of energy & I think $EWZ should be cut at 30%. Geopolitical stuff happening there. 
$ZS
$SMH
$NFLX. Nice bounce off hourly 50sma but need more follow through by tomorrow"
2022-10-26T09:47:13.973-04:00,"@Swing Trades 
$GS up 150% now.
Think you can set a stop loss here to lock it in by end of day"
2022-10-26T10:02:57.52-04:00,"@Swing Trades 
Setting limit sell order @ $8, good till cancelled on $SPY 390C"
2022-10-26T11:35:09.346-04:00,"@Swing Trades 
Can $TWLO base take it to 90 from this 77.50 level?
I think it can. Use 18NOV expiration for this. Unofficial trade only because I'm loaded up but I will be tracking it"
2022-10-27T15:38:46.246-04:00,"@Swing Trades 
Energy traders, $XOM reports as well so mind your risk on thse. I'm going to sell the November calls and hang on to the December 120s"
2022-10-28T10:40:58.34-04:00,"@Swing Trades 
$V moving above the 200sma now.
Think we ring the bell near 212 in next few days. 
Currently 208"
2022-10-31T11:36:46.013-04:00,"@Swing Trades 
$SPY mid day snapshot.
Hourly bull flag pulled back to 618 fib. 390C should print today and target: 394 possibly by tomorrow"
2022-10-31T11:52:28.117-04:00,"@Swing Trades 
Buying LEAPS on $AMZN 140C for January 2024"
2022-10-31T15:30:54.296-04:00,"@Swing Trades 
Traders this is the 4th time this year $DIA has tested the 200sma.
This is a difficult spot to call as there's no rule saying we can't continue higher. Only that so far it's been unsuccessful.
I'd consider booking at least some gains here in $XOM $XLE until $DIA begins to base above 2"
2022-11-01T09:21:07.664-04:00,"@Swing Trades 
$SPY yesterday's bull flag from Friday was a perfect pullback to the 618 fib level. These can pullback to 50.0 and still be valid but the trendline backtest made 618 more likely to hold.
From here there's two targets:
Fridays bull flag target: 403
Larger bull flag from the lows + Frid"
2022-11-01T11:02:31.652-04:00,"@Swing Trades 
$SPY now @ 50% pullback of the flag. Can't go any lower than 383 or setup is broken and control to bears.
That would put SPY 375 in play"
2022-11-01T14:01:10.92-04:00,"@Swing Trades 
Heavy distribution day but so far spy still holding 383 so far.
There's been some heavy hedging on $QQQ for tomorrow's 270p. I think these are partly for FOMC & $AMD ER"
2022-11-01T14:03:20.107-04:00,"@Swing Trades 
$QQQ 270P is a good lotto for tomorrow. Big move in both directions coming"
2022-11-02T09:58:41.728-04:00,"@Swing Trades 
$SPY breached 50% pullback and invalidated the bull flag which is why I turn my bias to 375 ( base of the flag from Friday)"
